,Zipcode,Stats,WORK EXPERIENCE,Below poverty level,Percent below poverty level,Total
3346,61039,Estimate,"Worked full-time, year-round in the past 12 months",17.0,5.3,321.0
3347,61039,Estimate,Worked part-time or part-year in the past 12 months,5.0,3.3,152.0
3348,61039,Margin of Error,Did not work,18.0,12.7,42.0
3349,61039,Margin of Error,Population 16 years and over,37.0,6.1,132.0
3350,61039,Margin of Error,"Worked full-time, year-round in the past 12 months",18.0,6.0,110.0
3351,61039,Margin of Error,Worked part-time or part-year in the past 12 months,9.0,5.7,51.0
3352,61041,Estimate,Did not work,94.0,25.5,369.0
3353,61041,Estimate,Population 16 years and over,181.0,18.2,996.0
3354,61041,Estimate,"Worked full-time, year-round in the past 12 months",38.0,9.3,407.0
3355,61041,Estimate,Worked part-time or part-year in the past 12 months,49.0,22.3,220.0
3356,61041,Margin of Error,Did not work,47.0,11.7,85.0
3357,61041,Margin of Error,Population 16 years and over,73.0,7.1,153.0
3358,61041,Margin of Error,"Worked full-time, year-round in the past 12 months",45.0,10.7,110.0
3359,61041,Margin of Error,Worked part-time or part-year in the past 12 months,23.0,10.3,65.0
3360,61042,Estimate,Did not work,70.0,40.7,172.0
3361,61042,Estimate,Population 16 years and over,132.0,24.3,543.0
3362,61042,Estimate,"Worked full-time, year-round in the past 12 months",7.0,3.6,193.0
3363,61042,Estimate,Worked part-time or part-year in the past 12 months,55.0,30.9,178.0
3364,61042,Margin of Error,Did not work,43.0,19.4,48.0
3365,61042,Margin of Error,Population 16 years and over,76.0,12.0,127.0
3366,61042,Margin of Error,"Worked full-time, year-round in the past 12 months",8.0,4.3,68.0
3367,61042,Margin of Error,Worked part-time or part-year in the past 12 months,61.0,27.0,96.0
3368,61043,Estimate,Did not work,6.0,26.1,23.0
3369,61043,Estimate,Population 16 years and over,37.0,34.9,106.0
3370,61043,Estimate,"Worked full-time, year-round in the past 12 months",21.0,33.9,62.0
3371,61043,Estimate,Worked part-time or part-year in the past 12 months,10.0,47.6,21.0
3372,61043,Margin of Error,Did not work,7.0,27.0,14.0
3373,61043,Margin of Error,Population 16 years and over,50.0,33.3,62.0
3374,61043,Margin of Error,"Worked full-time, year-round in the past 12 months",33.0,40.5,47.0
3375,61043,Margin of Error,Worked part-time or part-year in the past 12 months,18.0,50.7,20.0
3376,61044,Estimate,Did not work,9.0,39.1,23.0
3377,61044,Estimate,Population 16 years and over,19.0,15.7,121.0
3378,61044,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,55.0
3379,61044,Estimate,Worked part-time or part-year in the past 12 months,10.0,23.3,43.0
3380,61044,Margin of Error,Did not work,9.0,38.2,16.0
3381,61044,Margin of Error,Population 16 years and over,22.0,17.8,40.0
3382,61044,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,40.0,32.0
3383,61044,Margin of Error,Worked part-time or part-year in the past 12 months,15.0,36.3,34.0
3384,61046,Estimate,Did not work,70.0,9.3,755.0
3385,61046,Estimate,Population 16 years and over,162.0,8.4,1934.0
3386,61046,Estimate,"Worked full-time, year-round in the past 12 months",16.0,2.2,740.0
3387,61046,Estimate,Worked part-time or part-year in the past 12 months,76.0,17.3,439.0
3388,61046,Margin of Error,Did not work,25.0,3.5,108.0
3389,61046,Margin of Error,Population 16 years and over,53.0,2.7,179.0
3390,61046,Margin of Error,"Worked full-time, year-round in the past 12 months",19.0,2.7,126.0
3391,61046,Margin of Error,Worked part-time or part-year in the past 12 months,45.0,9.8,93.0
3392,61047,Estimate,Did not work,74.0,15.5,476.0
3393,61047,Estimate,Population 16 years and over,136.0,9.7,1407.0
3394,61047,Estimate,"Worked full-time, year-round in the past 12 months",12.0,2.2,554.0
3395,61047,Estimate,Worked part-time or part-year in the past 12 months,50.0,13.3,377.0
3396,61047,Margin of Error,Did not work,46.0,9.1,122.0
3397,61047,Margin of Error,Population 16 years and over,60.0,4.4,193.0
3398,61047,Margin of Error,"Worked full-time, year-round in the past 12 months",15.0,2.8,140.0
3399,61047,Margin of Error,Worked part-time or part-year in the past 12 months,32.0,9.5,153.0
3400,61048,Estimate,Did not work,150.0,13.4,1117.0
3401,61048,Estimate,Population 16 years and over,225.0,7.4,3033.0
3402,61048,Estimate,"Worked full-time, year-round in the past 12 months",34.0,2.8,1236.0
3403,61048,Estimate,Worked part-time or part-year in the past 12 months,41.0,6.0,680.0
3404,61048,Margin of Error,Did not work,54.0,4.6,192.0
3405,61048,Margin of Error,Population 16 years and over,74.0,2.4,182.0
3406,61048,Margin of Error,"Worked full-time, year-round in the past 12 months",44.0,3.5,165.0
3407,61048,Margin of Error,Worked part-time or part-year in the past 12 months,33.0,4.6,144.0
3408,61049,Estimate,Did not work,17.0,13.6,125.0
3409,61049,Estimate,Population 16 years and over,43.0,8.8,486.0
3410,61049,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,187.0
3411,61049,Estimate,Worked part-time or part-year in the past 12 months,26.0,14.9,174.0
3412,61049,Margin of Error,Did not work,14.0,12.4,60.0
3413,61049,Margin of Error,Population 16 years and over,31.0,7.2,162.0
3414,61049,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,15.9,59.0
3415,61049,Margin of Error,Worked part-time or part-year in the past 12 months,21.0,16.3,95.0
3416,61050,Estimate,Did not work,0.0,0.0,62.0
3417,61050,Estimate,Population 16 years and over,0.0,0.0,247.0
3418,61050,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,124.0
3419,61050,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,61.0
3420,61050,Margin of Error,Did not work,12.0,37.6,34.0
3421,61050,Margin of Error,Population 16 years and over,12.0,12.3,89.0
3422,61050,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,22.8,64.0
3423,61050,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,38.0,34.0
3424,61051,Estimate,Did not work,107.0,28.5,376.0
3425,61051,Estimate,Population 16 years and over,169.0,14.7,1151.0
3426,61051,Estimate,"Worked full-time, year-round in the past 12 months",23.0,3.8,610.0
3427,61051,Estimate,Worked part-time or part-year in the past 12 months,39.0,23.6,165.0
3428,61051,Margin of Error,Did not work,85.0,16.8,107.0
3429,61051,Margin of Error,Population 16 years and over,90.0,6.7,170.0
3430,61051,Margin of Error,"Worked full-time, year-round in the past 12 months",24.0,3.8,111.0
3431,61051,Margin of Error,Worked part-time or part-year in the past 12 months,24.0,13.6,50.0
3432,61052,Estimate,Did not work,1.0,0.3,374.0
3433,61052,Estimate,Population 16 years and over,4.0,0.5,754.0
3434,61052,Estimate,"Worked full-time, year-round in the past 12 months",2.0,0.9,226.0
3435,61052,Estimate,Worked part-time or part-year in the past 12 months,1.0,0.6,154.0
3436,61052,Margin of Error,Did not work,2.0,0.6,126.0
3437,61052,Margin of Error,Population 16 years and over,5.0,0.7,132.0
3438,61052,Margin of Error,"Worked full-time, year-round in the past 12 months",3.0,1.4,64.0
3439,61052,Margin of Error,Worked part-time or part-year in the past 12 months,2.0,1.4,51.0
3440,61053,Estimate,Did not work,112.0,17.3,649.0
3441,61053,Estimate,Population 16 years and over,164.0,8.2,1999.0
3442,61053,Estimate,"Worked full-time, year-round in the past 12 months",10.0,1.3,782.0
3443,61053,Estimate,Worked part-time or part-year in the past 12 months,42.0,7.4,568.0
3444,61053,Margin of Error,Did not work,52.0,7.7,111.0
3445,61053,Margin of Error,Population 16 years and over,61.0,2.9,180.0
3446,61053,Margin of Error,"Worked full-time, year-round in the past 12 months",14.0,1.7,107.0
3447,61053,Margin of Error,Worked part-time or part-year in the past 12 months,26.0,4.5,108.0
3448,61054,Estimate,Did not work,191.0,19.4,984.0
3449,61054,Estimate,Population 16 years and over,465.0,16.6,2806.0
3450,61054,Estimate,"Worked full-time, year-round in the past 12 months",85.0,7.5,1134.0
3451,61054,Estimate,Worked part-time or part-year in the past 12 months,189.0,27.5,688.0
3452,61054,Margin of Error,Did not work,122.0,11.0,235.0
3453,61054,Margin of Error,Population 16 years and over,178.0,6.3,294.0
3454,61054,Margin of Error,"Worked full-time, year-round in the past 12 months",79.0,7.3,218.0
3455,61054,Margin of Error,Worked part-time or part-year in the past 12 months,99.0,17.3,198.0
3456,61057,Estimate,Did not work,0.0,0.0,22.0
3457,61057,Estimate,Population 16 years and over,0.0,0.0,51.0
3458,61057,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,29.0
3459,61057,Estimate,Worked part-time or part-year in the past 12 months,0.0,,0.0
3460,61057,Margin of Error,Did not work,12.0,63.2,22.0
3461,61057,Margin of Error,Population 16 years and over,12.0,41.5,51.0
3462,61057,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,55.1,30.0
3463,61057,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,,12.0
3464,61059,Estimate,Did not work,9.0,23.7,38.0
3465,61059,Estimate,Population 16 years and over,12.0,6.4,187.0
3466,61059,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,118.0
3467,61059,Estimate,Worked part-time or part-year in the past 12 months,3.0,9.7,31.0
3468,61059,Margin of Error,Did not work,10.0,26.6,20.0
3469,61059,Margin of Error,Population 16 years and over,10.0,5.9,72.0
3470,61059,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,23.7,63.0
3471,61059,Margin of Error,Worked part-time or part-year in the past 12 months,4.0,13.8,20.0
3472,61060,Estimate,Did not work,40.0,14.3,279.0
3473,61060,Estimate,Population 16 years and over,65.0,5.3,1227.0
3474,61060,Estimate,"Worked full-time, year-round in the past 12 months",3.0,0.5,627.0
3475,61060,Estimate,Worked part-time or part-year in the past 12 months,22.0,6.9,321.0
3476,61060,Margin of Error,Did not work,20.0,7.1,54.0
3477,61060,Margin of Error,Population 16 years and over,28.0,2.5,192.0
3478,61060,Margin of Error,"Worked full-time, year-round in the past 12 months",4.0,0.7,107.0
3479,61060,Margin of Error,Worked part-time or part-year in the past 12 months,19.0,6.4,127.0
3480,61061,Estimate,Did not work,236.0,9.7,2431.0
3481,61061,Estimate,Population 16 years and over,412.0,7.6,5442.0
3482,61061,Estimate,"Worked full-time, year-round in the past 12 months",65.0,3.5,1875.0
3483,61061,Estimate,Worked part-time or part-year in the past 12 months,111.0,9.8,1136.0
3484,61061,Margin of Error,Did not work,119.0,4.7,362.0
3485,61061,Margin of Error,Population 16 years and over,143.0,2.6,355.0
3486,61061,Margin of Error,"Worked full-time, year-round in the past 12 months",56.0,2.9,254.0
3487,61061,Margin of Error,Worked part-time or part-year in the past 12 months,61.0,5.3,215.0
3488,61062,Estimate,Did not work,76.0,21.5,353.0
3489,61062,Estimate,Population 16 years and over,109.0,7.3,1487.0
3490,61062,Estimate,"Worked full-time, year-round in the past 12 months",6.0,0.8,795.0
3491,61062,Estimate,Worked part-time or part-year in the past 12 months,27.0,8.0,339.0
3492,61062,Margin of Error,Did not work,40.0,9.6,69.0
3493,61062,Margin of Error,Population 16 years and over,44.0,3.0,191.0
3494,61062,Margin of Error,"Worked full-time, year-round in the past 12 months",7.0,0.9,143.0
3495,61062,Margin of Error,Worked part-time or part-year in the past 12 months,15.0,4.7,99.0
3496,61063,Estimate,Did not work,48.0,4.9,981.0
3497,61063,Estimate,Population 16 years and over,137.0,4.1,3312.0
3498,61063,Estimate,"Worked full-time, year-round in the past 12 months",59.0,3.5,1682.0
3499,61063,Estimate,Worked part-time or part-year in the past 12 months,30.0,4.6,649.0
3500,61063,Margin of Error,Did not work,29.0,3.0,171.0
3501,61063,Margin of Error,Population 16 years and over,69.0,2.2,367.0
3502,61063,Margin of Error,"Worked full-time, year-round in the past 12 months",45.0,2.9,258.0
3503,61063,Margin of Error,Worked part-time or part-year in the past 12 months,30.0,4.4,155.0
3504,61064,Estimate,Did not work,249.0,22.4,1111.0
3505,61064,Estimate,Population 16 years and over,421.0,13.4,3148.0
3506,61064,Estimate,"Worked full-time, year-round in the past 12 months",99.0,6.7,1469.0
3507,61064,Estimate,Worked part-time or part-year in the past 12 months,73.0,12.9,568.0
3508,61064,Margin of Error,Did not work,98.0,8.3,198.0
3509,61064,Margin of Error,Population 16 years and over,131.0,4.3,275.0
3510,61064,Margin of Error,"Worked full-time, year-round in the past 12 months",66.0,4.6,201.0
3511,61064,Margin of Error,Worked part-time or part-year in the past 12 months,59.0,10.2,108.0
3512,61065,Estimate,Did not work,80.0,3.1,2583.0
3513,61065,Estimate,Population 16 years and over,143.0,1.7,8178.0
3514,61065,Estimate,"Worked full-time, year-round in the past 12 months",22.0,0.5,4052.0
3515,61065,Estimate,Worked part-time or part-year in the past 12 months,41.0,2.7,1543.0
3516,61065,Margin of Error,Did not work,65.0,2.6,588.0
3517,61065,Margin of Error,Population 16 years and over,110.0,1.4,625.0
3518,61065,Margin of Error,"Worked full-time, year-round in the past 12 months",34.0,0.8,459.0
3519,61065,Margin of Error,Worked part-time or part-year in the past 12 months,45.0,3.0,425.0
3520,61067,Estimate,Did not work,28.0,11.1,253.0
3521,61067,Estimate,Population 16 years and over,39.0,6.1,641.0
3522,61067,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,288.0
3523,61067,Estimate,Worked part-time or part-year in the past 12 months,11.0,11.0,100.0
3524,61067,Margin of Error,Did not work,19.0,7.9,76.0
3525,61067,Margin of Error,Population 16 years and over,31.0,5.1,160.0
3526,61067,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,10.7,108.0
3527,61067,Margin of Error,Worked part-time or part-year in the past 12 months,15.0,15.0,46.0
3528,61068,Estimate,Did not work,609.0,18.2,3339.0
3529,61068,Estimate,Population 16 years and over,854.0,7.6,11283.0
3530,61068,Estimate,"Worked full-time, year-round in the past 12 months",89.0,1.7,5375.0
3531,61068,Estimate,Worked part-time or part-year in the past 12 months,156.0,6.1,2569.0
3532,61068,Margin of Error,Did not work,176.0,5.3,340.0
3533,61068,Margin of Error,Population 16 years and over,241.0,2.2,300.0
3534,61068,Margin of Error,"Worked full-time, year-round in the past 12 months",56.0,1.0,354.0
3535,61068,Margin of Error,Worked part-time or part-year in the past 12 months,93.0,3.5,296.0
3536,61070,Estimate,Did not work,61.0,17.3,353.0
3537,61070,Estimate,Population 16 years and over,156.0,12.1,1287.0
3538,61070,Estimate,"Worked full-time, year-round in the past 12 months",16.0,3.0,528.0
3539,61070,Estimate,Worked part-time or part-year in the past 12 months,79.0,19.5,406.0
3540,61070,Margin of Error,Did not work,39.0,11.3,106.0
3541,61070,Margin of Error,Population 16 years and over,65.0,5.1,284.0
3542,61070,Margin of Error,"Worked full-time, year-round in the past 12 months",18.0,3.6,151.0
3543,61070,Margin of Error,Worked part-time or part-year in the past 12 months,64.0,13.4,143.0
3544,61071,Estimate,Did not work,554.0,16.0,3465.0
3545,61071,Estimate,Population 16 years and over,1219.0,11.1,10991.0
3546,61071,Estimate,"Worked full-time, year-round in the past 12 months",269.0,5.7,4684.0
3547,61071,Estimate,Worked part-time or part-year in the past 12 months,396.0,13.9,2842.0
3548,61071,Margin of Error,Did not work,139.0,4.0,309.0
3549,61071,Margin of Error,Population 16 years and over,228.0,2.2,439.0
3550,61071,Margin of Error,"Worked full-time, year-round in the past 12 months",157.0,3.3,377.0
3551,61071,Margin of Error,Worked part-time or part-year in the past 12 months,116.0,3.9,306.0
3552,61072,Estimate,Did not work,125.0,5.0,2494.0
3553,61072,Estimate,Population 16 years and over,416.0,4.6,9128.0
3554,61072,Estimate,"Worked full-time, year-round in the past 12 months",70.0,1.6,4279.0
3555,61072,Estimate,Worked part-time or part-year in the past 12 months,221.0,9.4,2355.0
3556,61072,Margin of Error,Did not work,74.0,2.9,306.0
3557,61072,Margin of Error,Population 16 years and over,188.0,2.0,652.0
3558,61072,Margin of Error,"Worked full-time, year-round in the past 12 months",82.0,1.9,535.0
3559,61072,Margin of Error,Worked part-time or part-year in the past 12 months,172.0,6.8,377.0
3560,61073,Estimate,Did not work,594.0,14.0,4228.0
3561,61073,Estimate,Population 16 years and over,769.0,5.1,14976.0
3562,61073,Estimate,"Worked full-time, year-round in the past 12 months",69.0,1.0,7044.0
3563,61073,Estimate,Worked part-time or part-year in the past 12 months,106.0,2.9,3704.0
