,Zipcode,Stats,AGE,Below poverty level,Percent below poverty level,Total
1646,60139,Estimate,Under 5 years,378.0,16.5,2285.0
1647,60139,Margin of Error,18 to 34 years,267.0,2.7,663.0
1648,60139,Margin of Error,18 to 64 years,389.0,1.8,658.0
1649,60139,Margin of Error,35 to 64 years,228.0,1.8,537.0
1650,60139,Margin of Error,5 to 17 years,342.0,5.9,663.0
1651,60139,Margin of Error,60 years and over,94.0,1.6,619.0
1652,60139,Margin of Error,65 years and over,81.0,1.9,492.0
1653,60139,Margin of Error,Related children of householder under 18 years,440.0,5.5,668.0
1654,60139,Margin of Error,Under 18 years,445.0,5.5,667.0
1655,60139,Margin of Error,Under 5 years,202.0,8.2,374.0
1656,60140,Estimate,18 to 34 years,230.0,6.6,3506.0
1657,60140,Estimate,18 to 64 years,878.0,7.6,11565.0
1658,60140,Estimate,35 to 64 years,648.0,8.0,8059.0
1659,60140,Estimate,5 to 17 years,274.0,8.3,3287.0
1660,60140,Estimate,60 years and over,284.0,7.7,3673.0
1661,60140,Estimate,65 years and over,152.0,6.4,2383.0
1662,60140,Estimate,Related children of householder under 18 years,348.0,8.4,4138.0
1663,60140,Estimate,Under 18 years,348.0,8.4,4138.0
1664,60140,Estimate,Under 5 years,74.0,8.7,851.0
1665,60140,Margin of Error,18 to 34 years,231.0,6.6,617.0
1666,60140,Margin of Error,18 to 64 years,427.0,3.7,826.0
1667,60140,Margin of Error,35 to 64 years,400.0,4.8,707.0
1668,60140,Margin of Error,5 to 17 years,340.0,9.8,785.0
1669,60140,Margin of Error,60 years and over,257.0,6.6,877.0
1670,60140,Margin of Error,65 years and over,183.0,7.6,615.0
1671,60140,Margin of Error,Related children of householder under 18 years,320.0,7.4,657.0
1672,60140,Margin of Error,Under 18 years,320.0,7.4,657.0
1673,60140,Margin of Error,Under 5 years,108.0,12.4,336.0
1674,60141,Estimate,18 to 34 years,6.0,100.0,6.0
1675,60141,Estimate,18 to 64 years,24.0,85.7,28.0
1676,60141,Estimate,35 to 64 years,18.0,81.8,22.0
1677,60141,Estimate,5 to 17 years,0.0,,0.0
1678,60141,Estimate,60 years and over,61.0,27.4,223.0
1679,60141,Estimate,65 years and over,48.0,22.9,210.0
1680,60141,Estimate,Related children of householder under 18 years,0.0,,0.0
1681,60141,Estimate,Under 18 years,0.0,,0.0
1682,60141,Estimate,Under 5 years,0.0,,0.0
1683,60141,Margin of Error,18 to 34 years,12.0,100.0,12.0
1684,60141,Margin of Error,18 to 64 years,22.0,30.6,24.0
1685,60141,Margin of Error,35 to 64 years,29.0,55.4,30.0
1686,60141,Margin of Error,5 to 17 years,12.0,,12.0
1687,60141,Margin of Error,60 years and over,56.0,25.6,125.0
1688,60141,Margin of Error,65 years and over,46.0,24.2,119.0
1689,60141,Margin of Error,Related children of householder under 18 years,12.0,,12.0
1690,60141,Margin of Error,Under 18 years,12.0,,12.0
1691,60141,Margin of Error,Under 5 years,12.0,,12.0
1692,60142,Estimate,18 to 34 years,0.0,0.0,3159.0
1693,60142,Estimate,18 to 64 years,533.0,4.0,13473.0
1694,60142,Estimate,35 to 64 years,533.0,5.2,10314.0
1695,60142,Estimate,5 to 17 years,228.0,4.6,4947.0
1696,60142,Estimate,60 years and over,1136.0,10.4,10905.0
1697,60142,Estimate,65 years and over,962.0,10.1,9485.0
1698,60142,Estimate,Related children of householder under 18 years,228.0,3.6,6248.0
1699,60142,Estimate,Under 18 years,228.0,3.6,6248.0
1700,60142,Estimate,Under 5 years,0.0,0.0,1301.0
1701,60142,Margin of Error,18 to 34 years,22.0,1.0,460.0
1702,60142,Margin of Error,18 to 64 years,348.0,2.6,734.0
1703,60142,Margin of Error,35 to 64 years,348.0,3.4,794.0
1704,60142,Margin of Error,5 to 17 years,336.0,6.6,569.0
1705,60142,Margin of Error,60 years and over,587.0,5.2,1060.0
1706,60142,Margin of Error,65 years and over,529.0,5.4,984.0
1707,60142,Margin of Error,Related children of householder under 18 years,336.0,5.2,510.0
1708,60142,Margin of Error,Under 18 years,336.0,5.2,510.0
1709,60142,Margin of Error,Under 5 years,22.0,2.5,327.0
1710,60143,Estimate,18 to 34 years,99.0,4.5,2178.0
1711,60143,Estimate,18 to 64 years,265.0,3.6,7393.0
1712,60143,Estimate,35 to 64 years,166.0,3.2,5215.0
1713,60143,Estimate,5 to 17 years,55.0,3.5,1587.0
1714,60143,Estimate,60 years and over,64.0,2.1,2979.0
1715,60143,Estimate,65 years and over,61.0,3.1,1981.0
1716,60143,Estimate,Related children of householder under 18 years,46.0,2.3,1966.0
1717,60143,Estimate,Under 18 years,70.0,3.5,1990.0
1718,60143,Estimate,Under 5 years,15.0,3.7,403.0
1719,60143,Margin of Error,18 to 34 years,63.0,3.0,430.0
1720,60143,Margin of Error,18 to 64 years,174.0,2.3,499.0
1721,60143,Margin of Error,35 to 64 years,128.0,2.4,549.0
1722,60143,Margin of Error,5 to 17 years,60.0,3.9,364.0
1723,60143,Margin of Error,60 years and over,57.0,1.9,462.0
1724,60143,Margin of Error,65 years and over,58.0,2.8,359.0
1725,60143,Margin of Error,Related children of householder under 18 years,50.0,2.6,394.0
1726,60143,Margin of Error,Under 18 years,61.0,3.2,384.0
1727,60143,Margin of Error,Under 5 years,16.0,4.2,148.0
1728,60144,Estimate,18 to 34 years,0.0,0.0,11.0
1729,60144,Estimate,18 to 64 years,0.0,0.0,51.0
1730,60144,Estimate,35 to 64 years,0.0,0.0,40.0
1731,60144,Estimate,5 to 17 years,0.0,0.0,4.0
1732,60144,Estimate,60 years and over,0.0,0.0,14.0
1733,60144,Estimate,65 years and over,0.0,0.0,12.0
1734,60144,Estimate,Related children of householder under 18 years,0.0,0.0,4.0
1735,60144,Estimate,Under 18 years,0.0,0.0,4.0
1736,60144,Estimate,Under 5 years,0.0,,0.0
1737,60144,Margin of Error,18 to 34 years,12.0,89.4,16.0
1738,60144,Margin of Error,18 to 64 years,12.0,41.5,34.0
1739,60144,Margin of Error,35 to 64 years,12.0,46.9,25.0
1740,60144,Margin of Error,5 to 17 years,12.0,100.0,7.0
1741,60144,Margin of Error,60 years and over,12.0,79.3,15.0
1742,60144,Margin of Error,65 years and over,12.0,85.6,15.0
1743,60144,Margin of Error,Related children of householder under 18 years,12.0,100.0,7.0
1744,60144,Margin of Error,Under 18 years,12.0,100.0,7.0
1745,60144,Margin of Error,Under 5 years,12.0,,12.0
1746,60145,Estimate,18 to 34 years,134.0,15.2,881.0
1747,60145,Estimate,18 to 64 years,351.0,17.1,2053.0
1748,60145,Estimate,35 to 64 years,217.0,18.5,1172.0
1749,60145,Estimate,5 to 17 years,163.0,26.5,616.0
1750,60145,Estimate,60 years and over,11.0,2.4,456.0
1751,60145,Estimate,65 years and over,9.0,2.9,306.0
1752,60145,Estimate,Related children of householder under 18 years,164.0,22.9,717.0
1753,60145,Estimate,Under 18 years,166.0,23.1,719.0
1754,60145,Estimate,Under 5 years,3.0,2.9,103.0
1755,60145,Margin of Error,18 to 34 years,139.0,14.8,296.0
1756,60145,Margin of Error,18 to 64 years,279.0,12.2,345.0
1757,60145,Margin of Error,35 to 64 years,194.0,14.1,243.0
1758,60145,Margin of Error,5 to 17 years,132.0,20.2,252.0
1759,60145,Margin of Error,60 years and over,10.0,2.4,148.0
1760,60145,Margin of Error,65 years and over,9.0,3.6,137.0
1761,60145,Margin of Error,Related children of householder under 18 years,132.0,17.5,243.0
1762,60145,Margin of Error,Under 18 years,131.0,17.3,243.0
1763,60145,Margin of Error,Under 5 years,4.0,4.1,46.0
1764,60146,Estimate,18 to 34 years,52.0,10.4,502.0
1765,60146,Estimate,18 to 64 years,104.0,8.0,1297.0
1766,60146,Estimate,35 to 64 years,52.0,6.5,795.0
1767,60146,Estimate,5 to 17 years,76.0,21.0,362.0
1768,60146,Estimate,60 years and over,24.0,3.6,662.0
1769,60146,Estimate,65 years and over,20.0,4.0,502.0
1770,60146,Estimate,Related children of householder under 18 years,74.0,17.7,419.0
1771,60146,Estimate,Under 18 years,77.0,18.2,422.0
1772,60146,Estimate,Under 5 years,1.0,1.7,60.0
1773,60146,Margin of Error,18 to 34 years,45.0,8.2,140.0
1774,60146,Margin of Error,18 to 64 years,54.0,4.1,299.0
1775,60146,Margin of Error,35 to 64 years,31.0,3.8,205.0
1776,60146,Margin of Error,5 to 17 years,61.0,14.4,121.0
1777,60146,Margin of Error,60 years and over,20.0,2.9,109.0
1778,60146,Margin of Error,65 years and over,20.0,3.8,94.0
1779,60146,Margin of Error,Related children of householder under 18 years,61.0,12.9,134.0
1780,60146,Margin of Error,Under 18 years,62.0,12.9,135.0
1781,60146,Margin of Error,Under 5 years,4.0,8.0,39.0
1782,60148,Estimate,18 to 34 years,996.0,7.8,12700.0
1783,60148,Estimate,18 to 64 years,1828.0,5.6,32758.0
1784,60148,Estimate,35 to 64 years,832.0,4.1,20058.0
1785,60148,Estimate,5 to 17 years,342.0,4.7,7315.0
1786,60148,Estimate,60 years and over,560.0,5.0,11251.0
1787,60148,Estimate,65 years and over,403.0,5.0,8120.0
1788,60148,Estimate,Related children of householder under 18 years,425.0,4.0,10647.0
1789,60148,Estimate,Under 18 years,452.0,4.2,10674.0
1790,60148,Estimate,Under 5 years,110.0,3.3,3359.0
1791,60148,Margin of Error,18 to 34 years,324.0,2.5,776.0
1792,60148,Margin of Error,18 to 64 years,462.0,1.4,868.0
1793,60148,Margin of Error,35 to 64 years,182.0,0.9,713.0
1794,60148,Margin of Error,5 to 17 years,152.0,2.1,597.0
1795,60148,Margin of Error,60 years and over,213.0,1.9,676.0
1796,60148,Margin of Error,65 years and over,184.0,2.2,548.0
1797,60148,Margin of Error,Related children of householder under 18 years,156.0,1.5,672.0
1798,60148,Margin of Error,Under 18 years,161.0,1.5,670.0
1799,60148,Margin of Error,Under 5 years,58.0,1.7,466.0
1800,60150,Estimate,18 to 34 years,105.0,32.5,323.0
1801,60150,Estimate,18 to 64 years,213.0,18.3,1167.0
1802,60150,Estimate,35 to 64 years,108.0,12.8,844.0
1803,60150,Estimate,5 to 17 years,35.0,9.0,391.0
1804,60150,Estimate,60 years and over,10.0,2.5,400.0
1805,60150,Estimate,65 years and over,2.0,0.6,339.0
1806,60150,Estimate,Related children of householder under 18 years,124.0,21.9,565.0
1807,60150,Estimate,Under 18 years,124.0,21.9,565.0
1808,60150,Estimate,Under 5 years,89.0,51.1,174.0
1809,60150,Margin of Error,18 to 34 years,74.0,17.1,97.0
1810,60150,Margin of Error,18 to 64 years,111.0,8.1,201.0
1811,60150,Margin of Error,35 to 64 years,59.0,6.6,141.0
1812,60150,Margin of Error,5 to 17 years,48.0,12.0,112.0
1813,60150,Margin of Error,60 years and over,7.0,1.9,127.0
1814,60150,Margin of Error,65 years and over,4.0,1.1,121.0
1815,60150,Margin of Error,Related children of householder under 18 years,176.0,26.5,190.0
1816,60150,Margin of Error,Under 18 years,176.0,26.5,190.0
1817,60150,Margin of Error,Under 5 years,130.0,47.5,131.0
1818,60151,Estimate,18 to 34 years,11.0,1.2,956.0
1819,60151,Estimate,18 to 64 years,69.0,2.4,2855.0
1820,60151,Estimate,35 to 64 years,58.0,3.1,1899.0
1821,60151,Estimate,5 to 17 years,1.0,0.2,550.0
1822,60151,Estimate,60 years and over,30.0,2.7,1108.0
1823,60151,Estimate,65 years and over,25.0,3.9,643.0
1824,60151,Estimate,Related children of householder under 18 years,1.0,0.1,743.0
1825,60151,Estimate,Under 18 years,1.0,0.1,743.0
1826,60151,Estimate,Under 5 years,0.0,0.0,193.0
1827,60151,Margin of Error,18 to 34 years,9.0,1.0,216.0
1828,60151,Margin of Error,18 to 64 years,36.0,1.2,361.0
1829,60151,Margin of Error,35 to 64 years,34.0,1.7,251.0
1830,60151,Margin of Error,5 to 17 years,2.0,0.4,144.0
1831,60151,Margin of Error,60 years and over,33.0,3.0,196.0
1832,60151,Margin of Error,65 years and over,34.0,5.4,157.0
1833,60151,Margin of Error,Related children of householder under 18 years,2.0,0.3,152.0
1834,60151,Margin of Error,Under 18 years,2.0,0.3,152.0
1835,60151,Margin of Error,Under 5 years,12.0,15.4,79.0
1836,60152,Estimate,18 to 34 years,301.0,10.7,2808.0
1837,60152,Estimate,18 to 64 years,697.0,10.0,6980.0
1838,60152,Estimate,35 to 64 years,396.0,9.5,4172.0
1839,60152,Estimate,5 to 17 years,248.0,12.7,1956.0
1840,60152,Estimate,60 years and over,182.0,5.5,3299.0
1841,60152,Estimate,65 years and over,99.0,4.2,2354.0
1842,60152,Estimate,Related children of householder under 18 years,367.0,13.0,2823.0
1843,60152,Estimate,Under 18 years,394.0,13.8,2850.0
1844,60152,Estimate,Under 5 years,146.0,16.3,894.0
1845,60152,Margin of Error,18 to 34 years,180.0,6.6,428.0
1846,60152,Margin of Error,18 to 64 years,231.0,3.3,437.0
1847,60152,Margin of Error,35 to 64 years,154.0,3.6,427.0
1848,60152,Margin of Error,5 to 17 years,134.0,7.2,352.0
1849,60152,Margin of Error,60 years and over,130.0,3.8,508.0
1850,60152,Margin of Error,65 years and over,104.0,4.3,365.0
1851,60152,Margin of Error,Related children of householder under 18 years,176.0,6.9,501.0
1852,60152,Margin of Error,Under 18 years,176.0,6.9,506.0
1853,60152,Margin of Error,Under 5 years,126.0,14.5,311.0
1854,60153,Estimate,18 to 34 years,630.0,10.5,6021.0
1855,60153,Estimate,18 to 64 years,1544.0,10.1,15227.0
1856,60153,Estimate,35 to 64 years,914.0,9.9,9206.0
1857,60153,Estimate,5 to 17 years,607.0,16.8,3608.0
1858,60153,Estimate,60 years and over,648.0,13.6,4749.0
1859,60153,Estimate,65 years and over,374.0,11.5,3257.0
1860,60153,Estimate,Related children of householder under 18 years,791.0,16.8,4709.0
1861,60153,Estimate,Under 18 years,801.0,16.9,4727.0
1862,60153,Estimate,Under 5 years,194.0,17.3,1119.0
1863,60153,Margin of Error,18 to 34 years,220.0,3.6,543.0
1864,60153,Margin of Error,18 to 64 years,395.0,2.6,443.0
1865,60153,Margin of Error,35 to 64 years,257.0,2.7,526.0
1866,60153,Margin of Error,5 to 17 years,279.0,7.4,541.0
1867,60153,Margin of Error,60 years and over,212.0,4.0,641.0
1868,60153,Margin of Error,65 years and over,139.0,4.0,414.0
1869,60153,Margin of Error,Related children of householder under 18 years,343.0,6.8,525.0
1870,60153,Margin of Error,Under 18 years,345.0,6.8,526.0
1871,60153,Margin of Error,Under 5 years,104.0,8.8,253.0
1872,60154,Estimate,18 to 34 years,67.0,2.6,2538.0
1873,60154,Estimate,18 to 64 years,307.0,3.4,9056.0
1874,60154,Estimate,35 to 64 years,240.0,3.7,6518.0
1875,60154,Estimate,5 to 17 years,78.0,4.3,1804.0
1876,60154,Estimate,60 years and over,233.0,4.1,5656.0
1877,60154,Estimate,65 years and over,183.0,4.0,4551.0
1878,60154,Estimate,Related children of householder under 18 years,92.0,3.7,2476.0
1879,60154,Estimate,Under 18 years,101.0,4.1,2485.0
1880,60154,Estimate,Under 5 years,23.0,3.4,681.0
1881,60154,Margin of Error,18 to 34 years,47.0,1.9,306.0
1882,60154,Margin of Error,18 to 64 years,111.0,1.2,534.0
1883,60154,Margin of Error,35 to 64 years,101.0,1.5,400.0
1884,60154,Margin of Error,5 to 17 years,53.0,2.7,228.0
1885,60154,Margin of Error,60 years and over,95.0,1.7,488.0
1886,60154,Margin of Error,65 years and over,84.0,1.8,531.0
1887,60154,Margin of Error,Related children of householder under 18 years,65.0,2.5,240.0
1888,60154,Margin of Error,Under 18 years,70.0,2.7,242.0
1889,60154,Margin of Error,Under 5 years,30.0,4.3,124.0
1890,60155,Estimate,18 to 34 years,63.0,4.2,1512.0
1891,60155,Estimate,18 to 64 years,172.0,3.8,4580.0
1892,60155,Estimate,35 to 64 years,109.0,3.6,3068.0
1893,60155,Estimate,5 to 17 years,177.0,14.8,1194.0
1894,60155,Estimate,60 years and over,257.0,13.1,1966.0
1895,60155,Estimate,65 years and over,196.0,13.2,1482.0
1896,60155,Estimate,Related children of householder under 18 years,219.0,13.6,1615.0
1897,60155,Estimate,Under 18 years,219.0,13.6,1615.0
1898,60155,Estimate,Under 5 years,42.0,10.0,421.0
1899,60155,Margin of Error,18 to 34 years,57.0,3.6,373.0
1900,60155,Margin of Error,18 to 64 years,88.0,1.9,367.0
1901,60155,Margin of Error,35 to 64 years,80.0,2.6,422.0
1902,60155,Margin of Error,5 to 17 years,114.0,10.1,304.0
1903,60155,Margin of Error,60 years and over,178.0,8.9,423.0
1904,60155,Margin of Error,65 years and over,155.0,10.3,410.0
1905,60155,Margin of Error,Related children of householder under 18 years,163.0,10.1,322.0
1906,60155,Margin of Error,Under 18 years,163.0,10.1,322.0
1907,60155,Margin of Error,Under 5 years,56.0,14.6,185.0
1908,60156,Estimate,18 to 34 years,335.0,5.2,6445.0
1909,60156,Estimate,18 to 64 years,778.0,4.2,18685.0
1910,60156,Estimate,35 to 64 years,443.0,3.6,12240.0
1911,60156,Estimate,5 to 17 years,406.0,7.0,5819.0
1912,60156,Estimate,60 years and over,229.0,6.4,3568.0
1913,60156,Estimate,65 years and over,98.0,4.5,2183.0
1914,60156,Estimate,Related children of householder under 18 years,591.0,7.6,7777.0
1915,60156,Estimate,Under 18 years,611.0,7.8,7797.0
1916,60156,Estimate,Under 5 years,205.0,10.4,1978.0
1917,60156,Margin of Error,18 to 34 years,143.0,2.1,485.0
1918,60156,Margin of Error,18 to 64 years,249.0,1.3,467.0
1919,60156,Margin of Error,35 to 64 years,156.0,1.3,499.0
1920,60156,Margin of Error,5 to 17 years,184.0,3.2,396.0
1921,60156,Margin of Error,60 years and over,86.0,2.4,383.0
1922,60156,Margin of Error,65 years and over,57.0,2.6,262.0
1923,60156,Margin of Error,Related children of householder under 18 years,289.0,3.6,454.0
1924,60156,Margin of Error,Under 18 years,289.0,3.6,455.0
1925,60156,Margin of Error,Under 5 years,150.0,7.4,271.0
1926,60157,Estimate,18 to 34 years,52.0,10.7,485.0
1927,60157,Estimate,18 to 64 years,52.0,3.1,1664.0
1928,60157,Estimate,35 to 64 years,0.0,0.0,1179.0
1929,60157,Estimate,5 to 17 years,23.0,6.5,354.0
1930,60157,Estimate,60 years and over,15.0,1.8,816.0
1931,60157,Estimate,65 years and over,15.0,2.5,598.0
1932,60157,Estimate,Related children of householder under 18 years,14.0,3.0,469.0
1933,60157,Estimate,Under 18 years,23.0,4.8,478.0
1934,60157,Estimate,Under 5 years,0.0,0.0,124.0
1935,60157,Margin of Error,18 to 34 years,41.0,9.6,190.0
1936,60157,Margin of Error,18 to 64 years,41.0,2.6,346.0
1937,60157,Margin of Error,35 to 64 years,12.0,2.7,229.0
1938,60157,Margin of Error,5 to 17 years,27.0,7.7,96.0
1939,60157,Margin of Error,60 years and over,23.0,2.9,256.0
1940,60157,Margin of Error,65 years and over,23.0,3.9,186.0
1941,60157,Margin of Error,Related children of householder under 18 years,23.0,4.7,109.0
1942,60157,Margin of Error,Under 18 years,27.0,5.7,108.0
1943,60157,Margin of Error,Under 5 years,12.0,22.8,52.0
1944,60160,Estimate,18 to 34 years,998.0,15.5,6419.0
1945,60160,Estimate,18 to 64 years,2224.0,13.9,16001.0
1946,60160,Estimate,35 to 64 years,1226.0,12.8,9582.0
1947,60160,Estimate,5 to 17 years,1072.0,21.9,4901.0
1948,60160,Estimate,60 years and over,401.0,10.4,3849.0
1949,60160,Estimate,65 years and over,347.0,13.5,2570.0
1950,60160,Estimate,Related children of householder under 18 years,1430.0,21.4,6697.0
1951,60160,Estimate,Under 18 years,1434.0,21.4,6701.0
1952,60160,Estimate,Under 5 years,362.0,20.1,1800.0
1953,60160,Margin of Error,18 to 34 years,389.0,5.7,545.0
1954,60160,Margin of Error,18 to 64 years,659.0,4.1,628.0
1955,60160,Margin of Error,35 to 64 years,347.0,3.8,477.0
1956,60160,Margin of Error,5 to 17 years,383.0,7.1,434.0
1957,60160,Margin of Error,60 years and over,160.0,4.1,498.0
1958,60160,Margin of Error,65 years and over,150.0,5.8,436.0
1959,60160,Margin of Error,Related children of householder under 18 years,407.0,5.8,554.0
1960,60160,Margin of Error,Under 18 years,408.0,5.8,554.0
1961,60160,Margin of Error,Under 5 years,117.0,7.4,325.0
1962,60162,Estimate,18 to 34 years,125.0,6.2,2016.0
1963,60162,Estimate,18 to 64 years,341.0,6.5,5221.0
1964,60162,Estimate,35 to 64 years,216.0,6.7,3205.0
1965,60162,Estimate,5 to 17 years,19.0,1.7,1107.0
1966,60162,Estimate,60 years and over,146.0,8.9,1648.0
1967,60162,Estimate,65 years and over,62.0,6.4,964.0
1968,60162,Estimate,Related children of householder under 18 years,19.0,1.3,1512.0
1969,60162,Estimate,Under 18 years,19.0,1.3,1512.0
1970,60162,Estimate,Under 5 years,0.0,0.0,405.0
1971,60162,Margin of Error,18 to 34 years,81.0,4.4,348.0
1972,60162,Margin of Error,18 to 64 years,140.0,2.7,292.0
1973,60162,Margin of Error,35 to 64 years,101.0,3.0,358.0
1974,60162,Margin of Error,5 to 17 years,29.0,2.6,212.0
1975,60162,Margin of Error,60 years and over,68.0,4.1,305.0
1976,60162,Margin of Error,65 years and over,41.0,4.5,260.0
1977,60162,Margin of Error,Related children of householder under 18 years,29.0,1.9,277.0
1978,60162,Margin of Error,Under 18 years,29.0,1.9,277.0
1979,60162,Margin of Error,Under 5 years,17.0,7.7,171.0
1980,60163,Estimate,18 to 34 years,1.0,0.1,1304.0
1981,60163,Estimate,18 to 64 years,78.0,2.4,3235.0
1982,60163,Estimate,35 to 64 years,77.0,4.0,1931.0
