,Zipcode,Stats,ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS,Below poverty level,Percent below poverty level,Total
1594,60148,Margin of Error,185 percent of poverty level,,,948.0
1595,60148,Margin of Error,200 percent of poverty level,,,939.0
1596,60148,Margin of Error,300 percent of poverty level,,,1348.0
1597,60148,Margin of Error,400 percent of poverty level,,,1434.0
1598,60148,Margin of Error,50 percent of poverty level,,,335.0
1599,60148,Margin of Error,500 percent of poverty level,,,1551.0
1600,60150,Estimate,125 percent of poverty level,,,391.0
1601,60150,Estimate,150 percent of poverty level,,,450.0
1602,60150,Estimate,185 percent of poverty level,,,526.0
1603,60150,Estimate,200 percent of poverty level,,,549.0
1604,60150,Estimate,300 percent of poverty level,,,926.0
1605,60150,Estimate,400 percent of poverty level,,,1103.0
1606,60150,Estimate,50 percent of poverty level,,,64.0
1607,60150,Estimate,500 percent of poverty level,,,1310.0
1608,60150,Margin of Error,125 percent of poverty level,,,267.0
1609,60150,Margin of Error,150 percent of poverty level,,,267.0
1610,60150,Margin of Error,185 percent of poverty level,,,270.0
1611,60150,Margin of Error,200 percent of poverty level,,,270.0
1612,60150,Margin of Error,300 percent of poverty level,,,288.0
1613,60150,Margin of Error,400 percent of poverty level,,,296.0
1614,60150,Margin of Error,50 percent of poverty level,,,49.0
1615,60150,Margin of Error,500 percent of poverty level,,,303.0
1616,60151,Estimate,125 percent of poverty level,,,174.0
1617,60151,Estimate,150 percent of poverty level,,,244.0
1618,60151,Estimate,185 percent of poverty level,,,539.0
1619,60151,Estimate,200 percent of poverty level,,,569.0
1620,60151,Estimate,300 percent of poverty level,,,925.0
1621,60151,Estimate,400 percent of poverty level,,,2001.0
1622,60151,Estimate,50 percent of poverty level,,,34.0
1623,60151,Estimate,500 percent of poverty level,,,2423.0
1624,60151,Margin of Error,125 percent of poverty level,,,95.0
1625,60151,Margin of Error,150 percent of poverty level,,,108.0
1626,60151,Margin of Error,185 percent of poverty level,,,280.0
1627,60151,Margin of Error,200 percent of poverty level,,,284.0
1628,60151,Margin of Error,300 percent of poverty level,,,277.0
1629,60151,Margin of Error,400 percent of poverty level,,,450.0
1630,60151,Margin of Error,50 percent of poverty level,,,26.0
1631,60151,Margin of Error,500 percent of poverty level,,,446.0
1632,60152,Estimate,125 percent of poverty level,,,1314.0
1633,60152,Estimate,150 percent of poverty level,,,1502.0
1634,60152,Estimate,185 percent of poverty level,,,1960.0
1635,60152,Estimate,200 percent of poverty level,,,2148.0
1636,60152,Estimate,300 percent of poverty level,,,3395.0
1637,60152,Estimate,400 percent of poverty level,,,5519.0
1638,60152,Estimate,50 percent of poverty level,,,374.0
1639,60152,Estimate,500 percent of poverty level,,,8047.0
1640,60152,Margin of Error,125 percent of poverty level,,,374.0
1641,60152,Margin of Error,150 percent of poverty level,,,408.0
1642,60152,Margin of Error,185 percent of poverty level,,,455.0
1643,60152,Margin of Error,200 percent of poverty level,,,496.0
1644,60152,Margin of Error,300 percent of poverty level,,,723.0
1645,60152,Margin of Error,400 percent of poverty level,,,961.0
1646,60152,Margin of Error,50 percent of poverty level,,,242.0
1647,60152,Margin of Error,500 percent of poverty level,,,838.0
1648,60153,Estimate,125 percent of poverty level,,,3993.0
1649,60153,Estimate,150 percent of poverty level,,,5344.0
1650,60153,Estimate,185 percent of poverty level,,,7103.0
1651,60153,Estimate,200 percent of poverty level,,,7704.0
1652,60153,Estimate,300 percent of poverty level,,,12321.0
1653,60153,Estimate,400 percent of poverty level,,,16791.0
1654,60153,Estimate,50 percent of poverty level,,,1194.0
1655,60153,Estimate,500 percent of poverty level,,,19635.0
1656,60153,Margin of Error,125 percent of poverty level,,,832.0
1657,60153,Margin of Error,150 percent of poverty level,,,912.0
1658,60153,Margin of Error,185 percent of poverty level,,,997.0
1659,60153,Margin of Error,200 percent of poverty level,,,994.0
1660,60153,Margin of Error,300 percent of poverty level,,,1248.0
1661,60153,Margin of Error,400 percent of poverty level,,,1146.0
1662,60153,Margin of Error,50 percent of poverty level,,,416.0
1663,60153,Margin of Error,500 percent of poverty level,,,716.0
1664,60154,Estimate,125 percent of poverty level,,,865.0
1665,60154,Estimate,150 percent of poverty level,,,1053.0
1666,60154,Estimate,185 percent of poverty level,,,1764.0
1667,60154,Estimate,200 percent of poverty level,,,2025.0
1668,60154,Estimate,300 percent of poverty level,,,3790.0
1669,60154,Estimate,400 percent of poverty level,,,5795.0
1670,60154,Estimate,50 percent of poverty level,,,258.0
1671,60154,Estimate,500 percent of poverty level,,,8310.0
1672,60154,Margin of Error,125 percent of poverty level,,,293.0
1673,60154,Margin of Error,150 percent of poverty level,,,337.0
1674,60154,Margin of Error,185 percent of poverty level,,,476.0
1675,60154,Margin of Error,200 percent of poverty level,,,492.0
1676,60154,Margin of Error,300 percent of poverty level,,,614.0
1677,60154,Margin of Error,400 percent of poverty level,,,641.0
1678,60154,Margin of Error,50 percent of poverty level,,,106.0
1679,60154,Margin of Error,500 percent of poverty level,,,746.0
1680,60155,Estimate,125 percent of poverty level,,,840.0
1681,60155,Estimate,150 percent of poverty level,,,875.0
1682,60155,Estimate,185 percent of poverty level,,,1391.0
1683,60155,Estimate,200 percent of poverty level,,,1419.0
1684,60155,Estimate,300 percent of poverty level,,,3483.0
1685,60155,Estimate,400 percent of poverty level,,,4552.0
1686,60155,Estimate,50 percent of poverty level,,,547.0
1687,60155,Estimate,500 percent of poverty level,,,5986.0
1688,60155,Margin of Error,125 percent of poverty level,,,354.0
1689,60155,Margin of Error,150 percent of poverty level,,,360.0
1690,60155,Margin of Error,185 percent of poverty level,,,552.0
1691,60155,Margin of Error,200 percent of poverty level,,,558.0
1692,60155,Margin of Error,300 percent of poverty level,,,849.0
1693,60155,Margin of Error,400 percent of poverty level,,,754.0
1694,60155,Margin of Error,50 percent of poverty level,,,259.0
1695,60155,Margin of Error,500 percent of poverty level,,,640.0
1696,60156,Estimate,125 percent of poverty level,,,1851.0
1697,60156,Estimate,150 percent of poverty level,,,2560.0
1698,60156,Estimate,185 percent of poverty level,,,3640.0
1699,60156,Estimate,200 percent of poverty level,,,3888.0
1700,60156,Estimate,300 percent of poverty level,,,7773.0
1701,60156,Estimate,400 percent of poverty level,,,12382.0
1702,60156,Estimate,50 percent of poverty level,,,613.0
1703,60156,Estimate,500 percent of poverty level,,,16771.0
1704,60156,Margin of Error,125 percent of poverty level,,,526.0
1705,60156,Margin of Error,150 percent of poverty level,,,583.0
1706,60156,Margin of Error,185 percent of poverty level,,,715.0
1707,60156,Margin of Error,200 percent of poverty level,,,747.0
1708,60156,Margin of Error,300 percent of poverty level,,,913.0
1709,60156,Margin of Error,400 percent of poverty level,,,1009.0
1710,60156,Margin of Error,50 percent of poverty level,,,342.0
1711,60156,Margin of Error,500 percent of poverty level,,,1038.0
1712,60157,Estimate,125 percent of poverty level,,,90.0
1713,60157,Estimate,150 percent of poverty level,,,166.0
1714,60157,Estimate,185 percent of poverty level,,,174.0
1715,60157,Estimate,200 percent of poverty level,,,174.0
1716,60157,Estimate,300 percent of poverty level,,,473.0
1717,60157,Estimate,400 percent of poverty level,,,768.0
1718,60157,Estimate,50 percent of poverty level,,,62.0
1719,60157,Estimate,500 percent of poverty level,,,1220.0
1720,60157,Margin of Error,125 percent of poverty level,,,74.0
1721,60157,Margin of Error,150 percent of poverty level,,,132.0
1722,60157,Margin of Error,185 percent of poverty level,,,137.0
1723,60157,Margin of Error,200 percent of poverty level,,,137.0
1724,60157,Margin of Error,300 percent of poverty level,,,242.0
1725,60157,Margin of Error,400 percent of poverty level,,,293.0
1726,60157,Margin of Error,50 percent of poverty level,,,58.0
1727,60157,Margin of Error,500 percent of poverty level,,,392.0
1728,60160,Estimate,125 percent of poverty level,,,6536.0
1729,60160,Estimate,150 percent of poverty level,,,7694.0
1730,60160,Estimate,185 percent of poverty level,,,10075.0
1731,60160,Estimate,200 percent of poverty level,,,11038.0
1732,60160,Estimate,300 percent of poverty level,,,16961.0
1733,60160,Estimate,400 percent of poverty level,,,20156.0
1734,60160,Estimate,50 percent of poverty level,,,1636.0
1735,60160,Estimate,500 percent of poverty level,,,22243.0
1736,60160,Margin of Error,125 percent of poverty level,,,1354.0
1737,60160,Margin of Error,150 percent of poverty level,,,1315.0
1738,60160,Margin of Error,185 percent of poverty level,,,1389.0
1739,60160,Margin of Error,200 percent of poverty level,,,1362.0
1740,60160,Margin of Error,300 percent of poverty level,,,1342.0
1741,60160,Margin of Error,400 percent of poverty level,,,1178.0
1742,60160,Margin of Error,50 percent of poverty level,,,451.0
1743,60160,Margin of Error,500 percent of poverty level,,,1014.0
1744,60162,Estimate,125 percent of poverty level,,,537.0
1745,60162,Estimate,150 percent of poverty level,,,1236.0
1746,60162,Estimate,185 percent of poverty level,,,1819.0
1747,60162,Estimate,200 percent of poverty level,,,1954.0
1748,60162,Estimate,300 percent of poverty level,,,4043.0
1749,60162,Estimate,400 percent of poverty level,,,5264.0
1750,60162,Estimate,50 percent of poverty level,,,239.0
1751,60162,Estimate,500 percent of poverty level,,,6046.0
1752,60162,Margin of Error,125 percent of poverty level,,,193.0
1753,60162,Margin of Error,150 percent of poverty level,,,537.0
1754,60162,Margin of Error,185 percent of poverty level,,,544.0
1755,60162,Margin of Error,200 percent of poverty level,,,573.0
1756,60162,Margin of Error,300 percent of poverty level,,,693.0
1757,60162,Margin of Error,400 percent of poverty level,,,566.0
1758,60162,Margin of Error,50 percent of poverty level,,,117.0
1759,60162,Margin of Error,500 percent of poverty level,,,523.0
1760,60163,Estimate,125 percent of poverty level,,,317.0
1761,60163,Estimate,150 percent of poverty level,,,650.0
1762,60163,Estimate,185 percent of poverty level,,,1034.0
1763,60163,Estimate,200 percent of poverty level,,,1072.0
1764,60163,Estimate,300 percent of poverty level,,,2504.0
1765,60163,Estimate,400 percent of poverty level,,,3245.0
1766,60163,Estimate,50 percent of poverty level,,,70.0
1767,60163,Estimate,500 percent of poverty level,,,3784.0
1768,60163,Margin of Error,125 percent of poverty level,,,190.0
1769,60163,Margin of Error,150 percent of poverty level,,,281.0
1770,60163,Margin of Error,185 percent of poverty level,,,411.0
1771,60163,Margin of Error,200 percent of poverty level,,,419.0
1772,60163,Margin of Error,300 percent of poverty level,,,535.0
1773,60163,Margin of Error,400 percent of poverty level,,,442.0
1774,60163,Margin of Error,50 percent of poverty level,,,62.0
1775,60163,Margin of Error,500 percent of poverty level,,,351.0
1776,60164,Estimate,125 percent of poverty level,,,3916.0
1777,60164,Estimate,150 percent of poverty level,,,4935.0
1778,60164,Estimate,185 percent of poverty level,,,6083.0
1779,60164,Estimate,200 percent of poverty level,,,6785.0
1780,60164,Estimate,300 percent of poverty level,,,11142.0
1781,60164,Estimate,400 percent of poverty level,,,14651.0
1782,60164,Estimate,50 percent of poverty level,,,904.0
1783,60164,Estimate,500 percent of poverty level,,,17231.0
1784,60164,Margin of Error,125 percent of poverty level,,,879.0
1785,60164,Margin of Error,150 percent of poverty level,,,939.0
1786,60164,Margin of Error,185 percent of poverty level,,,966.0
1787,60164,Margin of Error,200 percent of poverty level,,,980.0
1788,60164,Margin of Error,300 percent of poverty level,,,1092.0
1789,60164,Margin of Error,400 percent of poverty level,,,998.0
1790,60164,Margin of Error,50 percent of poverty level,,,304.0
1791,60164,Margin of Error,500 percent of poverty level,,,902.0
1792,60165,Estimate,125 percent of poverty level,,,1754.0
1793,60165,Estimate,150 percent of poverty level,,,1969.0
1794,60165,Estimate,185 percent of poverty level,,,2100.0
1795,60165,Estimate,200 percent of poverty level,,,2212.0
1796,60165,Estimate,300 percent of poverty level,,,3181.0
1797,60165,Estimate,400 percent of poverty level,,,3769.0
1798,60165,Estimate,50 percent of poverty level,,,142.0
1799,60165,Estimate,500 percent of poverty level,,,4506.0
1800,60165,Margin of Error,125 percent of poverty level,,,463.0
1801,60165,Margin of Error,150 percent of poverty level,,,412.0
1802,60165,Margin of Error,185 percent of poverty level,,,407.0
1803,60165,Margin of Error,200 percent of poverty level,,,414.0
1804,60165,Margin of Error,300 percent of poverty level,,,381.0
1805,60165,Margin of Error,400 percent of poverty level,,,409.0
1806,60165,Margin of Error,50 percent of poverty level,,,134.0
1807,60165,Margin of Error,500 percent of poverty level,,,186.0
1808,60169,Estimate,125 percent of poverty level,,,3570.0
1809,60169,Estimate,150 percent of poverty level,,,5158.0
1810,60169,Estimate,185 percent of poverty level,,,7342.0
1811,60169,Estimate,200 percent of poverty level,,,7853.0
1812,60169,Estimate,300 percent of poverty level,,,13154.0
1813,60169,Estimate,400 percent of poverty level,,,17746.0
1814,60169,Estimate,50 percent of poverty level,,,879.0
1815,60169,Estimate,500 percent of poverty level,,,22971.0
1816,60169,Margin of Error,125 percent of poverty level,,,852.0
1817,60169,Margin of Error,150 percent of poverty level,,,1036.0
1818,60169,Margin of Error,185 percent of poverty level,,,1255.0
1819,60169,Margin of Error,200 percent of poverty level,,,1267.0
1820,60169,Margin of Error,300 percent of poverty level,,,1322.0
1821,60169,Margin of Error,400 percent of poverty level,,,1399.0
1822,60169,Margin of Error,50 percent of poverty level,,,311.0
1823,60169,Margin of Error,500 percent of poverty level,,,1108.0
1824,60171,Estimate,125 percent of poverty level,,,1460.0
1825,60171,Estimate,150 percent of poverty level,,,2616.0
1826,60171,Estimate,185 percent of poverty level,,,2968.0
1827,60171,Estimate,200 percent of poverty level,,,3210.0
1828,60171,Estimate,300 percent of poverty level,,,5233.0
1829,60171,Estimate,400 percent of poverty level,,,6601.0
1830,60171,Estimate,50 percent of poverty level,,,465.0
1831,60171,Estimate,500 percent of poverty level,,,7895.0
1832,60171,Margin of Error,125 percent of poverty level,,,442.0
1833,60171,Margin of Error,150 percent of poverty level,,,716.0
1834,60171,Margin of Error,185 percent of poverty level,,,693.0
1835,60171,Margin of Error,200 percent of poverty level,,,680.0
1836,60171,Margin of Error,300 percent of poverty level,,,831.0
1837,60171,Margin of Error,400 percent of poverty level,,,668.0
1838,60171,Margin of Error,50 percent of poverty level,,,247.0
1839,60171,Margin of Error,500 percent of poverty level,,,546.0
1840,60172,Estimate,125 percent of poverty level,,,1657.0
1841,60172,Estimate,150 percent of poverty level,,,2220.0
1842,60172,Estimate,185 percent of poverty level,,,2946.0
1843,60172,Estimate,200 percent of poverty level,,,3472.0
1844,60172,Estimate,300 percent of poverty level,,,6113.0
1845,60172,Estimate,400 percent of poverty level,,,9705.0
