,Zipcode,Stats,EMPLOYMENT STATUS,Below poverty level,Percent below poverty level,Total
2969,60479,Estimate,Employed,36.0,6.4,562.0
2970,60479,Estimate,Employed Female,31.0,12.9,240.0
2971,60479,Estimate,Employed Male,5.0,1.6,322.0
2972,60479,Estimate,Unemployed,13.0,81.3,16.0
2973,60479,Estimate,Unemployed Female,0.0,,0.0
2974,60479,Estimate,Unemployed Male,13.0,81.3,16.0
2975,60479,Margin of Error,Civilian labor force 16 years and over,31.0,5.0,156.0
2976,60479,Margin of Error,Employed,25.0,4.2,155.0
2977,60479,Margin of Error,Employed Female,20.0,8.0,75.0
2978,60479,Margin of Error,Employed Male,9.0,3.0,109.0
2979,60479,Margin of Error,Unemployed,13.0,29.5,14.0
2980,60479,Margin of Error,Unemployed Female,12.0,,12.0
2981,60479,Margin of Error,Unemployed Male,13.0,29.5,14.0
2982,60480,Estimate,Civilian labor force 16 years and over,30.0,1.0,2881.0
2983,60480,Estimate,Employed,0.0,0.0,2746.0
2984,60480,Estimate,Employed Female,0.0,0.0,1414.0
2985,60480,Estimate,Employed Male,0.0,0.0,1332.0
2986,60480,Estimate,Unemployed,30.0,22.2,135.0
2987,60480,Estimate,Unemployed Female,30.0,50.8,59.0
2988,60480,Estimate,Unemployed Male,0.0,0.0,76.0
2989,60480,Margin of Error,Civilian labor force 16 years and over,43.0,1.5,268.0
2990,60480,Margin of Error,Employed,17.0,1.2,283.0
2991,60480,Margin of Error,Employed Female,17.0,2.3,186.0
2992,60480,Margin of Error,Employed Male,17.0,2.4,189.0
2993,60480,Margin of Error,Unemployed,43.0,27.8,83.0
2994,60480,Margin of Error,Unemployed Female,43.0,47.5,48.0
2995,60480,Margin of Error,Unemployed Male,17.0,33.2,65.0
2996,60481,Estimate,Civilian labor force 16 years and over,382.0,6.3,6031.0
2997,60481,Estimate,Employed,358.0,6.2,5791.0
2998,60481,Estimate,Employed Female,208.0,7.5,2757.0
2999,60481,Estimate,Employed Male,150.0,4.9,3034.0
3000,60481,Estimate,Unemployed,24.0,10.0,240.0
3001,60481,Estimate,Unemployed Female,4.0,5.6,71.0
3002,60481,Estimate,Unemployed Male,20.0,11.8,169.0
3003,60481,Margin of Error,Civilian labor force 16 years and over,173.0,2.8,324.0
3004,60481,Margin of Error,Employed,170.0,2.9,304.0
3005,60481,Margin of Error,Employed Female,112.0,4.0,243.0
3006,60481,Margin of Error,Employed Male,85.0,2.8,241.0
3007,60481,Margin of Error,Unemployed,24.0,10.3,93.0
3008,60481,Margin of Error,Unemployed Female,7.0,9.1,39.0
3009,60481,Margin of Error,Unemployed Male,23.0,15.0,89.0
3010,60482,Estimate,Civilian labor force 16 years and over,413.0,7.4,5547.0
3011,60482,Estimate,Employed,322.0,6.4,5058.0
3012,60482,Estimate,Employed Female,148.0,6.4,2325.0
3013,60482,Estimate,Employed Male,174.0,6.4,2733.0
3014,60482,Estimate,Unemployed,91.0,18.6,489.0
3015,60482,Estimate,Unemployed Female,51.0,16.3,313.0
3016,60482,Estimate,Unemployed Male,40.0,22.7,176.0
3017,60482,Margin of Error,Civilian labor force 16 years and over,206.0,3.8,389.0
3018,60482,Margin of Error,Employed,189.0,3.9,373.0
3019,60482,Margin of Error,Employed Female,173.0,7.4,253.0
3020,60482,Margin of Error,Employed Male,80.0,3.0,304.0
3021,60482,Margin of Error,Unemployed,78.0,12.9,225.0
3022,60482,Margin of Error,Unemployed Female,62.0,21.1,183.0
3023,60482,Margin of Error,Unemployed Male,50.0,24.3,94.0
3024,60484,Estimate,Civilian labor force 16 years and over,170.0,5.2,3291.0
3025,60484,Estimate,Employed,170.0,5.5,3085.0
3026,60484,Estimate,Employed Female,170.0,9.0,1893.0
3027,60484,Estimate,Employed Male,0.0,0.0,1192.0
3028,60484,Estimate,Unemployed,0.0,0.0,206.0
3029,60484,Estimate,Unemployed Female,0.0,0.0,173.0
3030,60484,Estimate,Unemployed Male,0.0,0.0,33.0
3031,60484,Margin of Error,Civilian labor force 16 years and over,100.0,3.1,272.0
3032,60484,Margin of Error,Employed,100.0,3.3,276.0
3033,60484,Margin of Error,Employed Female,100.0,5.1,228.0
3034,60484,Margin of Error,Employed Male,17.0,2.7,215.0
3035,60484,Margin of Error,Unemployed,17.0,14.6,96.0
3036,60484,Margin of Error,Unemployed Female,17.0,17.0,95.0
3037,60484,Margin of Error,Unemployed Male,17.0,51.6,33.0
3038,60487,Estimate,Civilian labor force 16 years and over,413.0,2.7,15252.0
3039,60487,Estimate,Employed,375.0,2.6,14474.0
3040,60487,Estimate,Employed Female,305.0,4.7,6468.0
3041,60487,Estimate,Employed Male,70.0,0.9,8006.0
3042,60487,Estimate,Unemployed,38.0,4.9,778.0
3043,60487,Estimate,Unemployed Female,17.0,5.5,310.0
3044,60487,Estimate,Unemployed Male,21.0,4.5,468.0
3045,60487,Margin of Error,Civilian labor force 16 years and over,163.0,1.1,901.0
3046,60487,Margin of Error,Employed,157.0,1.1,836.0
3047,60487,Margin of Error,Employed Female,138.0,2.1,536.0
3048,60487,Margin of Error,Employed Male,72.0,0.9,614.0
3049,60487,Margin of Error,Unemployed,30.0,3.8,236.0
3050,60487,Margin of Error,Unemployed Female,18.0,6.4,168.0
3051,60487,Margin of Error,Unemployed Male,24.0,5.2,154.0
3052,60490,Estimate,Civilian labor force 16 years and over,170.0,1.4,12514.0
3053,60490,Estimate,Employed,170.0,1.4,11982.0
3054,60490,Estimate,Employed Female,134.0,2.3,5713.0
3055,60490,Estimate,Employed Male,36.0,0.6,6269.0
3056,60490,Estimate,Unemployed,0.0,0.0,532.0
3057,60490,Estimate,Unemployed Female,0.0,0.0,237.0
3058,60490,Estimate,Unemployed Male,0.0,0.0,295.0
3059,60490,Margin of Error,Civilian labor force 16 years and over,114.0,0.9,962.0
3060,60490,Margin of Error,Employed,114.0,1.0,933.0
3061,60490,Margin of Error,Employed Female,98.0,1.8,559.0
3062,60490,Margin of Error,Employed Male,45.0,0.7,499.0
3063,60490,Margin of Error,Unemployed,22.0,5.9,217.0
3064,60490,Margin of Error,Unemployed Female,22.0,12.8,143.0
3065,60490,Margin of Error,Unemployed Male,22.0,10.4,153.0
3066,60491,Estimate,Civilian labor force 16 years and over,221.0,1.8,12140.0
3067,60491,Estimate,Employed,180.0,1.6,11411.0
3068,60491,Estimate,Employed Female,129.0,2.3,5521.0
3069,60491,Estimate,Employed Male,51.0,0.9,5890.0
3070,60491,Estimate,Unemployed,41.0,5.6,729.0
3071,60491,Estimate,Unemployed Female,10.0,3.6,278.0
3072,60491,Estimate,Unemployed Male,31.0,6.9,451.0
3073,60491,Margin of Error,Civilian labor force 16 years and over,82.0,0.7,517.0
3074,60491,Margin of Error,Employed,75.0,0.7,497.0
3075,60491,Margin of Error,Employed Female,65.0,1.2,366.0
3076,60491,Margin of Error,Employed Male,41.0,0.7,324.0
3077,60491,Margin of Error,Unemployed,25.0,3.7,174.0
3078,60491,Margin of Error,Unemployed Female,15.0,5.6,116.0
3079,60491,Margin of Error,Unemployed Male,20.0,4.8,133.0
3080,60501,Estimate,Civilian labor force 16 years and over,552.0,10.3,5350.0
3081,60501,Estimate,Employed,496.0,10.0,4956.0
3082,60501,Estimate,Employed Female,287.0,13.5,2132.0
3083,60501,Estimate,Employed Male,209.0,7.4,2824.0
3084,60501,Estimate,Unemployed,56.0,14.2,394.0
3085,60501,Estimate,Unemployed Female,0.0,0.0,104.0
3086,60501,Estimate,Unemployed Male,56.0,19.3,290.0
3087,60501,Margin of Error,Civilian labor force 16 years and over,167.0,3.1,293.0
3088,60501,Margin of Error,Employed,145.0,3.0,301.0
3089,60501,Margin of Error,Employed Female,117.0,5.1,234.0
3090,60501,Margin of Error,Employed Male,112.0,3.9,277.0
3091,60501,Margin of Error,Unemployed,57.0,13.6,128.0
3092,60501,Margin of Error,Unemployed Female,19.0,26.3,72.0
3093,60501,Margin of Error,Unemployed Male,57.0,17.7,113.0
3094,60502,Estimate,Civilian labor force 16 years and over,358.0,2.9,12259.0
3095,60502,Estimate,Employed,214.0,1.8,11659.0
3096,60502,Estimate,Employed Female,133.0,2.4,5536.0
3097,60502,Estimate,Employed Male,81.0,1.3,6123.0
3098,60502,Estimate,Unemployed,144.0,24.0,600.0
3099,60502,Estimate,Unemployed Female,99.0,32.5,305.0
3100,60502,Estimate,Unemployed Male,45.0,15.3,295.0
3101,60502,Margin of Error,Civilian labor force 16 years and over,163.0,1.3,902.0
3102,60502,Margin of Error,Employed,158.0,1.3,899.0
3103,60502,Margin of Error,Employed Female,151.0,2.7,577.0
3104,60502,Margin of Error,Employed Male,53.0,0.9,566.0
3105,60502,Margin of Error,Unemployed,80.0,11.8,174.0
3106,60502,Margin of Error,Unemployed Female,80.0,20.4,119.0
3107,60502,Margin of Error,Unemployed Male,48.0,15.1,139.0
3108,60503,Estimate,Civilian labor force 16 years and over,319.0,3.1,10197.0
3109,60503,Estimate,Employed,319.0,3.3,9709.0
3110,60503,Estimate,Employed Female,286.0,5.8,4901.0
3111,60503,Estimate,Employed Male,33.0,0.7,4808.0
3112,60503,Estimate,Unemployed,0.0,0.0,488.0
3113,60503,Estimate,Unemployed Female,0.0,0.0,167.0
3114,60503,Estimate,Unemployed Male,0.0,0.0,321.0
3115,60503,Margin of Error,Civilian labor force 16 years and over,282.0,2.8,621.0
3116,60503,Margin of Error,Employed,282.0,2.9,650.0
3117,60503,Margin of Error,Employed Female,273.0,5.4,488.0
3118,60503,Margin of Error,Employed Male,43.0,0.9,505.0
3119,60503,Margin of Error,Unemployed,19.0,6.4,199.0
3120,60503,Margin of Error,Unemployed Female,19.0,17.6,120.0
3121,60503,Margin of Error,Unemployed Male,19.0,9.6,164.0
3122,60504,Estimate,Civilian labor force 16 years and over,1065.0,4.7,22568.0
3123,60504,Estimate,Employed,809.0,3.8,21338.0
3124,60504,Estimate,Employed Female,505.0,5.0,10177.0
3125,60504,Estimate,Employed Male,304.0,2.7,11161.0
3126,60504,Estimate,Unemployed,256.0,20.8,1230.0
3127,60504,Estimate,Unemployed Female,86.0,15.7,547.0
3128,60504,Estimate,Unemployed Male,170.0,24.9,683.0
3129,60504,Margin of Error,Civilian labor force 16 years and over,385.0,1.7,1254.0
3130,60504,Margin of Error,Employed,267.0,1.3,1231.0
3131,60504,Margin of Error,Employed Female,216.0,2.2,735.0
3132,60504,Margin of Error,Employed Male,162.0,1.4,770.0
3133,60504,Margin of Error,Unemployed,200.0,14.4,332.0
3134,60504,Margin of Error,Unemployed Female,74.0,13.7,254.0
3135,60504,Margin of Error,Unemployed Male,180.0,21.6,217.0
3136,60505,Estimate,Civilian labor force 16 years and over,2919.0,7.6,38462.0
3137,60505,Estimate,Employed,2195.0,6.1,35773.0
3138,60505,Estimate,Employed Female,1273.0,8.3,15423.0
3139,60505,Estimate,Employed Male,922.0,4.5,20350.0
3140,60505,Estimate,Unemployed,724.0,26.9,2689.0
3141,60505,Estimate,Unemployed Female,457.0,37.5,1220.0
3142,60505,Estimate,Unemployed Male,267.0,18.2,1469.0
3143,60505,Margin of Error,Civilian labor force 16 years and over,458.0,1.2,1392.0
3144,60505,Margin of Error,Employed,314.0,0.9,1395.0
3145,60505,Margin of Error,Employed Female,266.0,1.8,795.0
3146,60505,Margin of Error,Employed Male,196.0,1.0,1104.0
3147,60505,Margin of Error,Unemployed,257.0,9.1,532.0
3148,60505,Margin of Error,Unemployed Female,155.0,10.5,293.0
3149,60505,Margin of Error,Unemployed Male,163.0,11.3,399.0
3150,60506,Estimate,Civilian labor force 16 years and over,1821.0,6.3,28922.0
3151,60506,Estimate,Employed,1339.0,4.9,27298.0
3152,60506,Estimate,Employed Female,768.0,6.2,12412.0
3153,60506,Estimate,Employed Male,571.0,3.8,14886.0
3154,60506,Estimate,Unemployed,482.0,29.7,1624.0
3155,60506,Estimate,Unemployed Female,336.0,38.7,868.0
3156,60506,Estimate,Unemployed Male,146.0,19.3,756.0
3157,60506,Margin of Error,Civilian labor force 16 years and over,343.0,1.2,1146.0
3158,60506,Margin of Error,Employed,264.0,1.0,1051.0
3159,60506,Margin of Error,Employed Female,213.0,1.7,718.0
3160,60506,Margin of Error,Employed Male,166.0,1.1,746.0
3161,60506,Margin of Error,Unemployed,188.0,9.2,315.0
3162,60506,Margin of Error,Unemployed Female,145.0,11.9,237.0
3163,60506,Margin of Error,Unemployed Male,102.0,12.8,197.0
3164,60510,Estimate,Civilian labor force 16 years and over,563.0,3.5,15914.0
3165,60510,Estimate,Employed,353.0,2.3,15288.0
3166,60510,Estimate,Employed Female,131.0,1.9,6974.0
3167,60510,Estimate,Employed Male,222.0,2.7,8314.0
3168,60510,Estimate,Unemployed,210.0,33.5,626.0
3169,60510,Estimate,Unemployed Female,133.0,45.7,291.0
3170,60510,Estimate,Unemployed Male,77.0,23.0,335.0
3171,60510,Margin of Error,Civilian labor force 16 years and over,225.0,1.4,637.0
3172,60510,Margin of Error,Employed,165.0,1.1,610.0
3173,60510,Margin of Error,Employed Female,76.0,1.1,391.0
3174,60510,Margin of Error,Employed Male,122.0,1.5,427.0
3175,60510,Margin of Error,Unemployed,146.0,16.8,237.0
3176,60510,Margin of Error,Unemployed Female,99.0,20.7,169.0
3177,60510,Margin of Error,Unemployed Male,82.0,21.3,141.0
3178,60511,Estimate,Civilian labor force 16 years and over,35.0,3.9,903.0
3179,60511,Estimate,Employed,18.0,2.1,844.0
3180,60511,Estimate,Employed Female,0.0,0.0,348.0
3181,60511,Estimate,Employed Male,18.0,3.6,496.0
3182,60511,Estimate,Unemployed,17.0,28.8,59.0
3183,60511,Estimate,Unemployed Female,13.0,65.0,20.0
3184,60511,Estimate,Unemployed Male,4.0,10.3,39.0
3185,60511,Margin of Error,Civilian labor force 16 years and over,37.0,3.9,162.0
3186,60511,Margin of Error,Employed,20.0,2.3,153.0
3187,60511,Margin of Error,Employed Female,12.0,8.9,82.0
3188,60511,Margin of Error,Employed Male,20.0,3.8,105.0
3189,60511,Margin of Error,Unemployed,19.0,26.8,30.0
3190,60511,Margin of Error,Unemployed Female,18.0,41.3,20.0
3191,60511,Margin of Error,Unemployed Male,6.0,15.6,23.0
3192,60512,Estimate,Civilian labor force 16 years and over,0.0,0.0,1125.0
3193,60512,Estimate,Employed,0.0,0.0,1125.0
3194,60512,Estimate,Employed Female,0.0,0.0,696.0
3195,60512,Estimate,Employed Male,0.0,0.0,429.0
3196,60512,Estimate,Unemployed,0.0,,0.0
3197,60512,Estimate,Unemployed Female,0.0,,0.0
3198,60512,Estimate,Unemployed Male,0.0,,0.0
3199,60512,Margin of Error,Civilian labor force 16 years and over,12.0,2.8,587.0
3200,60512,Margin of Error,Employed,12.0,2.8,587.0
3201,60512,Margin of Error,Employed Female,12.0,4.6,373.0
3202,60512,Margin of Error,Employed Male,12.0,7.3,239.0
3203,60512,Margin of Error,Unemployed,12.0,,12.0
3204,60512,Margin of Error,Unemployed Female,12.0,,12.0
3205,60512,Margin of Error,Unemployed Male,12.0,,12.0
3206,60513,Estimate,Civilian labor force 16 years and over,351.0,3.5,9949.0
3207,60513,Estimate,Employed,333.0,3.4,9733.0
3208,60513,Estimate,Employed Female,301.0,6.1,4937.0
3209,60513,Estimate,Employed Male,32.0,0.7,4796.0
3210,60513,Estimate,Unemployed,18.0,8.3,216.0
3211,60513,Estimate,Unemployed Female,0.0,0.0,93.0
3212,60513,Estimate,Unemployed Male,18.0,14.6,123.0
3213,60513,Margin of Error,Civilian labor force 16 years and over,138.0,1.4,568.0
3214,60513,Margin of Error,Employed,139.0,1.5,565.0
3215,60513,Margin of Error,Employed Female,139.0,2.9,359.0
3216,60513,Margin of Error,Employed Male,29.0,0.6,365.0
3217,60513,Margin of Error,Unemployed,21.0,9.8,93.0
3218,60513,Margin of Error,Unemployed Female,19.0,28.7,65.0
3219,60513,Margin of Error,Unemployed Male,21.0,16.0,62.0
3220,60514,Estimate,Civilian labor force 16 years and over,106.0,2.1,5073.0
3221,60514,Estimate,Employed,106.0,2.1,5022.0
3222,60514,Estimate,Employed Female,32.0,1.2,2688.0
3223,60514,Estimate,Employed Male,74.0,3.2,2334.0
3224,60514,Estimate,Unemployed,0.0,0.0,51.0
3225,60514,Estimate,Unemployed Female,0.0,0.0,37.0
3226,60514,Estimate,Unemployed Male,0.0,0.0,14.0
3227,60514,Margin of Error,Civilian labor force 16 years and over,86.0,1.7,554.0
3228,60514,Margin of Error,Employed,86.0,1.8,548.0
3229,60514,Margin of Error,Employed Female,53.0,1.9,563.0
3230,60514,Margin of Error,Employed Male,65.0,2.7,287.0
3231,60514,Margin of Error,Unemployed,17.0,41.5,43.0
3232,60514,Margin of Error,Unemployed Female,17.0,48.8,34.0
3233,60514,Margin of Error,Unemployed Male,17.0,79.3,23.0
3234,60515,Estimate,Civilian labor force 16 years and over,357.0,2.4,14879.0
3235,60515,Estimate,Employed,304.0,2.1,14340.0
3236,60515,Estimate,Employed Female,98.0,1.5,6690.0
3237,60515,Estimate,Employed Male,206.0,2.7,7650.0
3238,60515,Estimate,Unemployed,53.0,9.8,539.0
3239,60515,Estimate,Unemployed Female,34.0,11.1,305.0
3240,60515,Estimate,Unemployed Male,19.0,8.1,234.0
3241,60515,Margin of Error,Civilian labor force 16 years and over,101.0,0.7,817.0
3242,60515,Margin of Error,Employed,97.0,0.7,784.0
3243,60515,Margin of Error,Employed Female,48.0,0.7,498.0
3244,60515,Margin of Error,Employed Male,86.0,1.1,494.0
3245,60515,Margin of Error,Unemployed,36.0,6.4,147.0
3246,60515,Margin of Error,Unemployed Female,29.0,9.6,127.0
3247,60515,Margin of Error,Unemployed Male,21.0,9.0,90.0
3248,60516,Estimate,Civilian labor force 16 years and over,317.0,2.0,15741.0
3249,60516,Estimate,Employed,173.0,1.2,15026.0
3250,60516,Estimate,Employed Female,122.0,1.8,6902.0
3251,60516,Estimate,Employed Male,51.0,0.6,8124.0
3252,60516,Estimate,Unemployed,144.0,20.1,715.0
3253,60516,Estimate,Unemployed Female,43.0,18.0,239.0
3254,60516,Estimate,Unemployed Male,101.0,21.2,476.0
3255,60516,Margin of Error,Civilian labor force 16 years and over,141.0,0.9,855.0
3256,60516,Margin of Error,Employed,90.0,0.6,838.0
3257,60516,Margin of Error,Employed Female,76.0,1.1,478.0
3258,60516,Margin of Error,Employed Male,47.0,0.6,593.0
3259,60516,Margin of Error,Unemployed,96.0,12.2,199.0
3260,60516,Margin of Error,Unemployed Female,45.0,16.8,100.0
3261,60516,Margin of Error,Unemployed Male,88.0,16.5,163.0
3262,60517,Estimate,Civilian labor force 16 years and over,707.0,3.6,19711.0
3263,60517,Estimate,Employed,563.0,3.0,18915.0
3264,60517,Estimate,Employed Female,321.0,3.6,8934.0
3265,60517,Estimate,Employed Male,242.0,2.4,9981.0
3266,60517,Estimate,Unemployed,144.0,18.1,796.0
3267,60517,Estimate,Unemployed Female,77.0,26.6,289.0
3268,60517,Estimate,Unemployed Male,67.0,13.2,507.0
3269,60517,Margin of Error,Civilian labor force 16 years and over,250.0,1.3,745.0
3270,60517,Margin of Error,Employed,213.0,1.2,740.0
3271,60517,Margin of Error,Employed Female,162.0,1.8,449.0
3272,60517,Margin of Error,Employed Male,105.0,1.1,675.0
3273,60517,Margin of Error,Unemployed,136.0,15.0,212.0
3274,60517,Margin of Error,Unemployed Female,97.0,28.3,130.0
3275,60517,Margin of Error,Unemployed Male,69.0,13.3,151.0
3276,60518,Estimate,Civilian labor force 16 years and over,245.0,12.4,1968.0
3277,60518,Estimate,Employed,224.0,12.1,1846.0
3278,60518,Estimate,Employed Female,131.0,17.2,763.0
3279,60518,Estimate,Employed Male,93.0,8.6,1083.0
3280,60518,Estimate,Unemployed,21.0,17.2,122.0
3281,60518,Estimate,Unemployed Female,21.0,38.2,55.0
3282,60518,Estimate,Unemployed Male,0.0,0.0,67.0
3283,60518,Margin of Error,Civilian labor force 16 years and over,128.0,6.3,218.0
3284,60518,Margin of Error,Employed,127.0,6.7,203.0
3285,60518,Margin of Error,Employed Female,113.0,13.2,137.0
3286,60518,Margin of Error,Employed Male,52.0,4.7,154.0
3287,60518,Margin of Error,Unemployed,20.0,15.5,54.0
3288,60518,Margin of Error,Unemployed Female,20.0,26.3,28.0
3289,60518,Margin of Error,Unemployed Male,12.0,36.0,45.0
3290,60519,Estimate,Civilian labor force 16 years and over,0.0,0.0,17.0
3291,60519,Estimate,Employed,0.0,0.0,17.0
3292,60519,Estimate,Employed Female,0.0,0.0,8.0
3293,60519,Estimate,Employed Male,0.0,0.0,9.0
3294,60519,Estimate,Unemployed,0.0,,0.0
3295,60519,Estimate,Unemployed Female,0.0,,0.0
3296,60519,Estimate,Unemployed Male,0.0,,0.0
3297,60519,Margin of Error,Civilian labor force 16 years and over,12.0,71.9,20.0
3298,60519,Margin of Error,Employed,12.0,71.9,20.0
3299,60519,Margin of Error,Employed Female,12.0,100.0,13.0
3300,60519,Margin of Error,Employed Male,12.0,98.9,14.0
3301,60519,Margin of Error,Unemployed,12.0,,12.0
3302,60519,Margin of Error,Unemployed Female,12.0,,12.0
3303,60519,Margin of Error,Unemployed Male,12.0,,12.0
3304,60520,Estimate,Civilian labor force 16 years and over,120.0,7.2,1661.0
3305,60520,Estimate,Employed,64.0,4.4,1461.0
3306,60520,Estimate,Employed Female,40.0,5.4,736.0
3307,60520,Estimate,Employed Male,24.0,3.3,725.0
3308,60520,Estimate,Unemployed,56.0,28.0,200.0
3309,60520,Estimate,Unemployed Female,0.0,0.0,12.0
3310,60520,Estimate,Unemployed Male,56.0,29.8,188.0
3311,60520,Margin of Error,Civilian labor force 16 years and over,81.0,4.6,143.0
3312,60520,Margin of Error,Employed,33.0,2.1,155.0
3313,60520,Margin of Error,Employed Female,27.0,3.4,115.0
3314,60520,Margin of Error,Employed Male,22.0,2.8,114.0
3315,60520,Margin of Error,Unemployed,83.0,27.9,152.0
3316,60520,Margin of Error,Unemployed Female,12.0,85.6,13.0
3317,60520,Margin of Error,Unemployed Male,83.0,28.9,152.0
3318,60521,Estimate,Civilian labor force 16 years and over,114.0,1.4,8302.0
3319,60521,Estimate,Employed,65.0,0.8,8041.0
3320,60521,Estimate,Employed Female,42.0,1.3,3280.0
3321,60521,Estimate,Employed Male,23.0,0.5,4761.0
